,PLAYER_NAME,TEAM,FG%,FG3%,OREB,DREB,AST,STL,BLK,PF,PTS,PLUS_MINUS,AST%,AST_TO,OREB%,DREB%,TM_TOV%,TS%,USG%,PIE,PLAYER_POSITION,LT6FT_FREQ,LT6FT_DFGM,LT6FT_%DIFF,3PT_FREQ,3PT_DFGM,3PT_%DIFF,BT6_9FT_DFGM,BT6_9FT_%DIFF,BT6_9FT_FREQ,BT10_15FT_DFGM,BT10_15FT_%DIFF,BT10_15FT_FREQ,BT16FT_3PT_DFGM,BT16FT_3PT_%DIFF,BT16FT_3PT_FREQ,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LT_5FT_FGM,LT_5FT_FG%,BT5_9FT_FGM,BT5_9FT_FG%,BT10_14FT_FGM,BT10_14FT_FG%,BT15_19FT_FGM,BT15_19FT_FG%,BT20_24FT_FGM,BT20_24FT_FG%,BT25_29FT_FGM,BT25_29FT_FG%,ISO_PPP,ISO_FG%,ISO_POSS,PNR_HANDLER_PPP,PNR_HANDLER_FG%,PNR_HANDLER_POSS,PNR_ROLLMAN_PPP,PNR_ROLLMAN_FG%,PNR_ROLLMAN_POSS,TRANSITION_PPP,TRANSITION_FG%,TRANSITION_POSS,POST_UP_PPP,POST_UP_FG%,POST_UP_POSS,SPOT_UP_PPP,SPOT_UP_FG%,SPOT_UP_POSS,HANDOFF_PPP,HANDOFF_FG%,HANDOFF_POSS,CUT_PPP,CUT_FG%,CUT_POSS,OFF_SCREEN_PPP,OFF_SCREEN_FG%,OFF_SCREEN_POSS,PUTBACK_PPP,PUTBACK_FG%,PUTBACK_POSS,PASSES_MADE,SECONDARY_AST,POTENTIAL_AST,AST_TO_PASS%
300,Nikola Vucevic,CHI,0.477,0.4,2.1,9.6,3.8,0.9,0.7,2.0,23.4,-4.9,0.207,2.13,0.059,0.289,6.8,0.56,0.292,0.168,C,0.4,4.19,-0.021,0.205,1.42,0.051,0.7199999999999998,-0.16699999999999993,0.109,0.9299999999999993,-0.09800000000000003,0.132,1.3599999999999999,0.127,0.154,7.01,1.8,1.73,0.01,3.94,0.47,0.27,2.7,0.646,1.6,0.451,1.3,0.465,1.0,0.442,0.7,0.397,2.1,0.408,0.462,0.273,0.5,0.0,0.0,0.0,0.987,0.426,5.8,1.743,0.657,1.3,1.007,0.557,5.8,0.785,0.289,3.6,0.0,0.0,0.0,1.593,0.8,1.0,0.923,0.333,0.5,1.07,0.524,1.7,53.1,0.6,7.4,0.072
301,Norman Powell,POR,0.477,0.411,0.6,2.5,1.9,1.2,0.3,2.3,18.6,1.1,0.089,1.08,0.018,0.079,9.3,0.618,0.221,0.096,G,0.334,1.93,0.004,0.441,1.51,-0.005,0.19000000000000017,-0.2029999999999999,0.062,0.3299999999999996,0.009999999999999953,0.08,0.30000000000000004,0.007000000000000006,0.081,1.52,2.42,2.26,0.0,0.14,0.38,0.42,3.1,0.594,0.3,0.333,0.2,0.372,0.2,0.394,1.4,0.5,1.1,0.35,1.278,0.5,0.7,0.787,0.328,3.3,0.0,0.0,0.0,1.157,0.526,3.3,0.0,0.0,0.0,1.176,0.433,3.8,1.08,0.5,1.9,1.3,0.588,0.7,0.978,0.4,1.7,0.769,0.364,0.5,20.7,0.4,3.7,0.091
302,OG Anunoby,TOR,0.48,0.398,1.3,4.3,2.2,1.5,0.7,2.7,15.9,2.7,0.098,1.25,0.037,0.125,10.2,0.605,0.193,0.099,F,0.324,1.93,-0.125,0.412,1.91,0.026,0.44000000000000017,-0.11899999999999994,0.09,0.33000000000000007,-0.08900000000000008,0.078,0.4600000000000002,0.01200000000000001,0.097,4.42,3.4,3.19,0.02,0.6,0.44,0.37,2.9,0.654,0.2,0.219,0.2,0.438,0.1,0.294,1.4,0.404,1.0,0.398,0.875,0.433,0.9,0.8,0.457,1.2,1.211,0.667,0.4,1.248,0.567,3.0,0.65,0.333,0.9,1.145,0.422,5.3,0.963,0.478,0.6,1.25,0.677,0.9,0.95,0.368,0.5,1.25,0.667,0.5,29.6,0.3,4.1,0.074
303,Onyeka Okongwu,ATL,0.644,0.0,1.2,2.0,0.4,0.5,0.7,2.0,4.6,-1.8,0.047,0.62,0.1,0.172,13.2,0.655,0.141,0.087,F-C,0.421,1.69,-0.004,0.282,0.6,-0.028,0.31000000000000005,-0.12999999999999995,0.116,0.2899999999999999,0.014999999999999902,0.087,0.30000000000000004,0.119,0.095,3.8,1.12,0.74,0.02,2.1,0.2,0.2,1.6,0.75,0.2,0.44,0.1,0.333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.381,0.727,0.8,1.429,0.818,0.3,1.118,0.571,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.328,0.674,1.2,0.0,0.0,0.0,1.0,0.606,0.9,9.5,0.0,0.8,0.038
304,Oshae Brissett,IND,0.483,0.423,1.4,4.1,0.9,0.9,1.0,1.5,10.9,2.8,0.042,1.8,0.054,0.149,4.8,0.638,0.149,0.096,F-G,0.543,4.5,-0.009,0.246,0.9,-0.09,0.6500000000000004,-0.03299999999999992,0.094,0.2999999999999994,-0.05099999999999999,0.051,0.4999999999999999,0.18100000000000005,0.065,4.86,2.14,1.52,0.05,1.29,0.33,0.05,1.9,0.65,0.0,0.0,0.0,0.333,0.0,0.0,0.6,0.5,1.1,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.145,0.514,2.6,0.0,0.0,0.0,1.167,0.39,3.1,0.0,0.0,0.0,1.609,0.882,1.1,0.0,0.0,0.0,0.938,0.429,0.8,27.9,0.2,1.6,0.031
305,Otto Porter Jr.,ORL,0.432,0.375,1.0,4.4,2.0,0.6,0.1,1.5,9.7,-1.5,0.133,2.2,0.044,0.198,7.7,0.552,0.184,0.116,F,0.379,1.85,0.088,0.412,1.07,0.033,0.07999999999999985,-0.3779999999999999,0.071,0.15000000000000013,0.02699999999999997,0.049,0.26,0.066,0.088,1.71,1.32,1.21,0.0,0.64,0.36,0.21,1.0,0.659,0.2,0.273,0.4,0.5,0.3,0.333,0.9,0.433,0.7,0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,0.2,3.3,0.08
306,P.J. Dozier,DEN,0.417,0.315,0.7,2.9,1.8,0.6,0.4,1.7,7.7,3.9,0.116,2.0,0.031,0.133,8.8,0.501,0.166,0.076,G-F,0.326,1.53,0.007,0.396,1.08,-0.014,0.19999999999999996,-0.2759999999999999,0.107,0.3100000000000003,0.05099999999999982,0.085,0.30999999999999983,0.08099999999999996,0.085,2.2,1.98,1.28,0.0,0.1,0.34,0.32,1.4,0.59,0.2,0.345,0.1,0.35,0.2,0.344,0.5,0.347,0.5,0.295,1.133,0.536,0.6,0.735,0.371,1.7,0.0,0.0,0.0,0.973,0.458,1.5,0.0,0.0,0.0,0.934,0.36,2.4,0.6,0.24,0.6,1.14,0.6,0.9,0.0,0.0,0.0,1.056,0.533,0.4,21.8,0.3,3.1,0.084
307,P.J. Tucker,MIL,0.373,0.336,1.0,2.9,1.2,0.8,0.4,2.4,3.7,-3.4,0.057,1.53,0.035,0.113,13.7,0.51,0.072,0.034,F,0.335,2.12,0.01,0.363,1.6,0.073,0.45999999999999996,-0.12699999999999995,0.11,0.31999999999999984,-0.04399999999999987,0.075,0.45999999999999996,0.006000000000000005,0.117,2.87,2.56,1.37,0.19,1.48,0.33,0.33,0.4,0.512,0.0,0.286,0.0,0.167,0.0,0.0,0.7,0.346,0.1,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.034,0.345,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.2,1.8,0.059
308,P.J. Washington,CHA,0.44,0.386,1.5,5.1,2.5,1.1,1.2,2.7,12.9,0.5,0.12,1.26,0.045,0.163,12.3,0.549,0.191,0.089,F,0.468,4.16,-0.011,0.326,1.92,0.04,0.54,-0.12599999999999995,0.089,0.4399999999999995,0.009000000000000119,0.061,0.3200000000000003,0.0050000000000000044,0.057,6.13,3.8,2.31,0.02,1.86,0.39,0.28,2.2,0.538,0.6,0.415,0.1,0.304,0.0,0.25,0.6,0.388,1.2,0.379,0.8,0.538,0.3,0.0,0.0,0.0,1.015,0.434,3.1,1.279,0.635,1.7,0.614,0.377,1.3,0.948,0.373,3.9,0.611,0.267,0.3,1.113,0.526,1.5,0.846,0.333,0.2,0.765,0.385,0.8,37.2,0.3,4.2,0.068
309,Pascal Siakam,TOR,0.455,0.297,1.7,5.5,4.5,1.1,0.7,3.1,21.4,2.3,0.195,1.92,0.045,0.156,8.8,0.547,0.261,0.119,F,0.363,3.63,0.009,0.402,2.59,0.044,0.4800000000000004,-0.18799999999999994,0.087,0.5899999999999999,0.01700000000000007,0.081,0.45999999999999996,0.061,0.066,3.88,4.3,1.86,0.05,1.45,0.68,0.45,3.9,0.599,1.3,0.407,0.6,0.425,0.6,0.415,0.5,0.297,0.9,0.312,0.935,0.452,3.3,0.978,0.449,3.2,0.838,0.344,1.3,1.0,0.494,4.1,0.869,0.44,2.3,1.014,0.394,3.8,0.894,0.389,0.8,1.351,0.66,1.0,0.438,0.231,0.3,1.294,0.686,0.9,48.5,0.7,8.7,0.092
310,Pat Connaughton,MIL,0.434,0.371,0.9,3.9,1.2,0.7,0.3,1.4,6.8,3.2,0.064,2.45,0.039,0.152,6.4,0.578,0.113,0.079,G,0.292,1.84,-0.005,0.441,1.72,0.014,0.47,-0.0779999999999999,0.103,0.3400000000000003,-0.030000000000000027,0.083,0.4099999999999999,0.10199999999999998,0.082,3.17,3.39,0.97,0.04,0.39,0.35,0.23,0.9,0.649,0.0,0.167,0.0,1.0,0.0,0.0,0.4,0.383,1.0,0.378,0.0,0.0,0.0,0.688,0.308,0.2,1.267,0.462,0.2,1.133,0.481,1.3,0.0,0.0,0.0,1.027,0.363,2.7,0.955,0.412,0.3,1.35,0.697,0.6,1.583,0.591,0.3,0.68,0.375,0.4,23.0,0.1,2.2,0.051
311,Patrick Beverley,LAC,0.423,0.397,0.8,2.4,2.1,0.8,0.8,2.9,7.5,4.0,0.123,2.24,0.037,0.108,9.7,0.58,0.146,0.066,G,0.384,1.89,0.003,0.336,0.7,-0.108,0.21999999999999997,-0.24499999999999994,0.095,0.27000000000000024,-0.048000000000000154,0.086,0.27,-0.039000000000000035,0.099,1.78,0.97,1.68,0.14,0.49,0.51,0.38,0.6,0.48,0.2,0.529,0.1,0.286,0.0,0.0,0.8,0.492,0.8,0.345,0.222,0.0,0.5,0.9,0.517,1.1,0.0,0.0,0.0,1.167,0.472,1.1,0.0,0.0,0.0,1.164,0.413,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.5,3.6,0.067
312,Patrick Patterson,LAC,0.436,0.357,0.5,1.5,0.8,0.4,0.2,1.2,5.2,0.6,0.069,2.64,0.032,0.093,5.2,0.571,0.135,0.066,F,0.306,1.41,0.003,0.395,1.08,0.01,0.27,-0.15599999999999992,0.1,0.26,-0.11000000000000004,0.107,0.2999999999999998,0.063,0.093,2.5,2.34,0.53,0.05,0.89,0.03,0.16,0.6,0.629,0.1,0.625,0.1,0.667,0.0,0.0,0.6,0.348,0.5,0.383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.6,1.0,0.435,0.7,0.0,0.0,0.0,1.011,0.369,2.3,0.0,0.0,0.0,1.333,0.643,0.4,0.0,0.0,0.0,1.533,0.714,0.4,13.6,0.2,1.2,0.056
313,Patrick Williams,CHI,0.483,0.391,0.9,3.7,1.4,0.9,0.6,1.8,9.2,-4.1,0.068,1.01,0.033,0.131,12.6,0.562,0.146,0.071,F,0.416,2.51,-0.032,0.338,1.21,-0.014,0.3400000000000003,-0.05999999999999994,0.07,0.4600000000000002,0.10799999999999998,0.08,0.51,0.14100000000000001,0.095,3.41,2.27,1.51,0.0,0.38,0.18,0.23,1.8,0.635,0.2,0.3,0.3,0.397,0.4,0.435,0.6,0.43,0.3,0.358,0.0,0.0,0.0,0.739,0.382,1.0,1.0,0.571,0.1,1.127,0.566,1.4,0.0,0.0,0.0,0.913,0.404,3.9,0.741,0.409,0.8,1.354,0.75,1.1,0.818,0.4,0.2,1.171,0.594,0.6,18.1,0.2,2.8,0.077
314,Patty Mills,SAS,0.412,0.375,0.3,1.4,2.4,0.6,0.0,1.2,10.8,0.4,0.142,2.45,0.01,0.053,7.6,0.57,0.177,0.079,G,0.286,1.52,0.047,0.429,1.28,-0.002,0.29000000000000004,-0.06699999999999989,0.078,0.45999999999999974,0.08299999999999985,0.117,0.27,-0.0040000000000000036,0.088,0.79,1.03,1.26,0.09,0.4,0.34,0.28,0.7,0.568,0.1,0.333,0.1,0.333,0.3,0.469,0.9,0.457,1.6,0.348,1.0,0.316,0.3,0.859,0.389,2.9,1.188,0.467,0.2,1.018,0.44,1.6,0.0,0.0,0.0,1.187,0.429,2.7,0.8,0.339,0.9,0.889,0.462,0.3,1.405,0.471,1.1,0.0,0.0,0.0,20.8,0.3,4.6,0.115
315,Paul George,LAC,0.467,0.411,0.8,5.8,5.2,1.1,0.4,2.4,23.3,8.0,0.239,1.56,0.026,0.171,11.9,0.598,0.296,0.145,F,0.349,2.78,0.003,0.401,1.67,-0.048,0.4200000000000004,-0.1519999999999999,0.085,0.4899999999999993,0.013999999999999957,0.083,0.5700000000000003,0.15900000000000003,0.081,2.89,3.13,2.39,0.15,0.37,0.7,0.35,2.6,0.579,0.5,0.368,0.7,0.457,1.1,0.488,1.2,0.524,2.1,0.376,1.072,0.47,3.3,0.968,0.483,7.6,1.333,0.556,0.2,0.911,0.417,2.9,0.69,0.452,0.8,1.313,0.486,3.0,1.085,0.5,0.9,1.263,0.688,0.4,0.938,0.405,2.7,1.368,0.667,0.4,43.1,1.1,8.9,0.12
316,Paul Millsap,DEN,0.476,0.343,1.4,3.3,1.8,0.9,0.6,2.0,9.0,1.8,0.113,1.92,0.067,0.167,8.6,0.565,0.184,0.098,F,0.375,2.2,-0.007,0.365,1.44,0.049,0.3999999999999999,-0.1409999999999999,0.106,0.2100000000000002,-0.14099999999999996,0.069,0.40000000000000013,0.119,0.085,2.77,1.89,1.84,0.09,0.98,0.41,0.23,1.7,0.671,0.6,0.439,0.2,0.346,0.1,0.3,0.3,0.365,0.5,0.33,0.833,0.5,0.3,1.077,0.545,0.2,0.836,0.364,1.1,1.309,0.647,1.2,1.161,0.592,1.1,0.955,0.361,2.4,0.0,0.0,0.0,1.161,0.604,1.1,0.0,0.0,0.0,1.024,0.5,0.8,20.5,0.3,2.9,0.086
317,Payton Pritchard,BOS,0.44,0.411,0.5,1.9,1.8,0.6,0.1,1.6,7.7,0.6,0.136,2.26,0.025,0.099,8.7,0.582,0.162,0.082,G,0.374,1.7,0.09,0.36,1.05,0.072,0.21999999999999997,-0.17300000000000015,0.096,0.3100000000000003,0.07399999999999995,0.095,0.18999999999999995,0.0030000000000000027,0.076,1.02,1.32,1.21,0.05,0.09,0.18,0.2,0.8,0.58,0.2,0.323,0.1,0.364,0.1,0.4,0.5,0.461,1.1,0.413,1.043,0.444,0.3,0.754,0.394,1.8,0.0,0.0,0.0,1.246,0.464,1.0,0.0,0.0,0.0,1.115,0.432,3.0,1.13,0.474,0.3,0.0,0.0,0.0,1.474,0.556,0.3,1.308,0.636,0.2,27.4,0.3,3.7,0.066
318,Precious Achiuwa,MIA,0.544,0.0,1.2,2.2,0.5,0.3,0.5,1.5,5.0,-1.9,0.064,0.67,0.097,0.174,12.3,0.55,0.184,0.086,F,0.403,1.76,-0.068,0.333,0.95,-0.005,0.3699999999999999,-0.0789999999999999,0.102,0.33000000000000007,0.11799999999999988,0.069,0.32000000000000006,0.045999999999999985,0.093,3.33,1.79,0.66,0.02,1.67,0.31,0.15,1.9,0.598,0.1,0.222,0.1,0.375,0.0,0.143,0.0,0.0,0.0,0.0,0.6,0.286,0.4,0.0,0.0,0.0,1.135,0.603,1.2,0.935,0.6,0.8,1.0,0.5,0.2,0.5,0.286,0.3,0.0,0.0,0.0,1.058,0.576,1.4,0.0,0.0,0.0,0.923,0.45,0.9,10.7,0.1,1.1,0.044
319,R.J. Hampton,ORL,0.435,0.31,0.6,2.9,1.7,0.4,0.2,1.2,6.9,-5.6,0.155,1.64,0.03,0.162,10.8,0.507,0.191,0.085,G,0.396,1.73,0.016,0.38,1.09,0.042,0.15999999999999992,-0.18199999999999994,0.066,0.32999999999999985,0.131,0.085,0.19999999999999996,0.016000000000000014,0.073,1.06,1.51,0.86,0.02,0.12,0.29,0.2,1.4,0.602,0.4,0.333,0.3,0.412,0.2,0.423,0.3,0.417,0.3,0.241,0.583,0.125,0.5,0.7,0.405,4.2,0.0,0.0,0.0,1.203,0.638,2.8,0.0,0.0,0.0,0.944,0.354,2.7,1.0,0.333,0.7,0.8,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.2,3.6,0.103
320,RJ Barrett,NYK,0.441,0.401,0.9,4.8,3.0,0.7,0.3,2.6,17.6,1.9,0.134,1.56,0.027,0.13,9.0,0.535,0.228,0.095,F-G,0.333,2.65,-0.045,0.44,2.01,-0.031,0.48,-0.1449999999999999,0.09,0.43999999999999995,0.020999999999999963,0.071,0.38000000000000034,0.04099999999999998,0.066,3.1,4.25,1.49,0.0,0.18,0.33,0.43,3.3,0.528,0.7,0.353,0.3,0.353,0.4,0.359,1.1,0.414,0.7,0.376,0.797,0.418,1.0,0.785,0.411,5.4,0.0,0.0,0.0,1.106,0.524,3.3,1.038,0.474,0.4,1.092,0.415,5.1,0.652,0.328,0.9,1.098,0.54,0.8,0.952,0.538,0.3,1.068,0.588,0.6,27.4,0.4,5.2,0.11
321,Rajon Rondo,LAC,0.442,0.404,0.4,2.0,4.4,0.8,0.1,1.2,5.4,0.5,0.375,2.52,0.023,0.113,15.8,0.544,0.166,0.11,G,0.303,1.27,0.07,0.427,0.91,-0.025,0.15999999999999992,-0.2609999999999999,0.098,0.27000000000000024,0.034999999999999976,0.095,0.31999999999999995,0.29000000000000004,0.077,0.4,1.49,1.49,0.04,0.4,0.18,0.11,1.1,0.532,0.1,0.167,0.0,0.25,0.1,0.714,0.2,0.391,0.6,0.388,0.692,0.333,0.7,0.945,0.476,3.1,0.0,0.0,0.0,0.6,0.385,1.4,0.0,0.0,0.0,1.344,0.571,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.3,8.7,0.126
322,Raul Neto,WAS,0.468,0.39,0.4,2.0,2.3,1.1,0.1,1.7,8.7,-0.3,0.141,2.75,0.019,0.087,7.7,0.575,0.155,0.086,G,0.354,1.87,-0.015,0.31,1.06,0.01,0.6399999999999997,0.03100000000000014,0.129,0.4600000000000004,0.04899999999999982,0.107,0.33999999999999986,0.0,0.1,2.23,1.53,1.78,0.17,0.25,0.33,0.42,1.2,0.567,0.6,0.476,0.3,0.512,0.1,0.35,0.4,0.369,0.6,0.404,1.056,0.533,0.3,0.795,0.388,2.0,0.909,0.4,0.2,1.208,0.557,1.9,0.0,0.0,0.0,1.063,0.434,3.0,1.0,0.417,0.2,1.583,0.727,0.2,0.0,0.0,0.0,0.0,0.0,0.0,23.8,0.5,3.8,0.096
323,Reggie Bullock,NYK,0.442,0.41,0.2,3.2,1.5,0.8,0.2,2.2,10.9,1.6,0.072,2.2,0.008,0.102,6.3,0.606,0.14,0.074,G-F,0.391,2.77,0.031,0.342,1.17,-0.06,0.3599999999999999,-0.0789999999999999,0.073,0.48,-0.009000000000000175,0.104,0.3500000000000001,-0.039000000000000035,0.089,2.0,2.29,1.52,0.02,0.22,0.17,0.32,0.5,0.525,0.2,0.579,0.2,0.5,0.3,0.475,1.3,0.439,1.3,0.401,0.0,0.0,0.0,0.643,0.32,0.4,0.5,0.176,0.3,1.519,0.594,1.7,0.0,0.0,0.0,1.139,0.405,3.9,1.138,0.5,1.2,0.719,0.417,0.5,0.984,0.39,1.0,0.0,0.0,0.0,27.4,0.2,2.5,0.056
324,Reggie Jackson,LAC,0.45,0.433,0.4,2.5,3.1,0.6,0.1,1.9,10.7,3.7,0.185,2.77,0.016,0.107,8.2,0.576,0.195,0.091,G,0.341,1.8,-0.03,0.37,1.3,0.02,0.30999999999999983,-0.1790000000000001,0.098,0.5600000000000005,0.122,0.109,0.34999999999999987,0.08900000000000002,0.081,2.04,2.31,0.84,0.0,0.27,0.21,0.27,1.1,0.527,0.4,0.407,0.3,0.378,0.2,0.372,0.8,0.473,1.1,0.43,1.027,0.476,1.1,0.809,0.402,2.9,0.571,0.231,0.2,1.0,0.478,1.8,0.0,0.0,0.0,1.297,0.459,3.1,1.6,0.75,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.1,35.4,0.6,5.1,0.086
325,Richaun Holmes,SAC,0.637,0.182,2.4,5.9,1.7,0.6,1.6,3.5,14.2,0.1,0.082,1.35,0.081,0.196,9.1,0.669,0.173,0.122,F,0.462,3.82,-0.075,0.227,1.17,-0.02,0.5299999999999998,-0.11799999999999994,0.082,0.6000000000000003,-0.09199999999999992,0.098,0.76,-0.009000000000000008,0.132,7.64,2.13,1.49,0.02,4.3,0.36,0.3,3.4,0.721,0.9,0.505,1.4,0.664,0.2,0.385,0.0,0.333,0.0,0.143,1.071,0.545,0.2,0.0,0.0,0.0,1.301,0.642,4.2,1.627,0.822,0.8,1.059,0.571,0.3,0.84,0.444,0.4,0.0,0.0,0.0,1.291,0.636,3.2,0.0,0.0,0.0,1.167,0.587,1.5,29.7,0.1,2.6,0.056
326,Ricky Rubio,MIN,0.388,0.308,0.4,2.9,6.4,1.4,0.1,2.0,8.6,-2.7,0.33,3.9,0.014,0.11,10.0,0.516,0.155,0.098,G,0.352,2.03,0.021,0.388,1.22,-0.021,0.28000000000000025,-0.1529999999999999,0.082,0.3999999999999999,0.12299999999999989,0.082,0.4099999999999999,0.08000000000000002,0.097,1.24,2.13,2.29,0.01,0.49,0.22,0.47,1.1,0.525,0.3,0.37,0.4,0.453,0.1,0.237,0.7,0.348,0.3,0.259,0.8,0.429,0.1,0.646,0.348,2.4,0.0,0.0,0.0,0.949,0.438,2.0,0.0,0.0,0.0,0.958,0.369,3.1,0.824,0.333,0.8,1.048,0.55,0.3,0.917,0.571,0.2,0.9,0.444,0.1,50.0,0.5,11.5,0.127
327,Robert Covington,POR,0.401,0.379,0.9,5.8,1.7,1.4,1.2,2.8,8.5,2.9,0.066,1.83,0.026,0.183,8.9,0.553,0.114,0.072,F,0.439,4.03,0.003,0.326,1.96,0.041,0.4500000000000002,-0.16599999999999993,0.082,0.4599999999999995,-0.08299999999999996,0.08,0.31999999999999984,-0.08100000000000002,0.072,4.37,3.16,3.64,0.07,1.64,0.27,0.47,0.8,0.542,0.1,0.174,0.0,0.0,0.1,0.462,0.4,0.295,1.4,0.413,1.3,0.556,0.1,1.4,0.556,0.1,0.914,0.327,0.8,1.19,0.563,1.1,0.0,0.0,0.0,1.013,0.371,4.4,0.571,0.167,0.2,1.065,0.481,0.4,0.0,0.0,0.0,0.813,0.37,0.5,37.6,0.3,3.0,0.044
328,Robert Williams III,BOS,0.721,0.0,2.6,4.3,1.8,0.8,1.8,2.0,8.0,0.2,0.137,1.81,0.136,0.232,12.0,0.719,0.145,0.152,C-F,0.328,1.96,-0.018,0.281,0.94,-0.034,0.5,-0.1449999999999999,0.126,0.5199999999999996,0.06300000000000017,0.095,0.6800000000000002,0.02200000000000002,0.17,6.19,2.33,1.54,0.0,2.56,0.38,0.29,3.1,0.784,0.2,0.524,0.2,0.692,0.1,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.226,0.648,1.2,1.314,0.8,0.7,0.929,0.455,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.586,0.843,1.9,0.0,0.0,0.0,1.3,0.705,1.5,19.3,0.1,2.7,0.093
329,Robin Lopez,WAS,0.633,0.278,2.0,1.8,0.8,0.2,0.6,1.5,9.0,-0.2,0.06,0.73,0.097,0.092,12.2,0.661,0.169,0.102,C,0.396,2.61,-0.093,0.208,0.97,0.011,0.6600000000000001,0.041000000000000036,0.089,1.0299999999999998,-0.0119999999999999,0.166,0.7,0.019000000000000017,0.14,7.82,1.79,0.3,0.04,2.97,0.32,0.07,2.2,0.697,1.4,0.613,0.1,0.389,0.0,0.0,0.0,0.133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048,0.552,1.2,1.469,0.72,0.5,1.222,0.675,2.2,0.917,0.391,0.3,0.0,0.0,0.0,1.371,0.748,1.9,0.0,0.0,0.0,1.025,0.514,1.1,14.7,0.1,1.4,0.053
330,Rodney Hood,TOR,0.362,0.301,0.4,1.5,1.0,0.4,0.1,1.3,4.5,-2.4,0.083,1.47,0.023,0.084,10.0,0.452,0.139,0.037,G-F,0.412,1.5,0.011,0.323,0.65,-0.026,0.22999999999999998,-0.051999999999999935,0.083,0.19000000000000006,-0.13200000000000017,0.11,0.17999999999999994,0.05299999999999999,0.071,1.27,1.0,0.89,0.09,0.2,0.16,0.09,0.3,0.485,0.2,0.303,0.3,0.39,0.3,0.452,0.3,0.262,0.4,0.379,0.0,0.0,0.0,1.267,0.538,0.9,0.0,0.0,0.0,1.0,0.375,0.6,0.0,0.0,0.0,0.76,0.28,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,0.1,2.1,0.059
331,Rodney McGruder,DET,0.529,0.458,0.5,0.9,1.0,0.5,0.1,0.8,5.7,-1.1,0.128,2.29,0.042,0.078,7.3,0.619,0.179,0.097,G,0.381,1.0,-0.042,0.365,0.79,0.096,0.20999999999999996,-0.03399999999999992,0.096,0.29000000000000015,0.15899999999999992,0.111,0.14,0.243,0.049,0.5,0.69,0.88,0.0,0.19,0.19,0.25,1.1,0.654,0.5,0.583,0.1,0.167,0.1,0.5,0.4,0.375,0.3,0.625,0.0,0.0,0.0,0.727,0.4,0.7,0.0,0.0,0.0,1.375,0.643,1.0,0.0,0.0,0.0,1.2,0.478,1.6,0.0,0.0,0.0,1.6,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.1,1.5,0.089
332,Romeo Langford,BOS,0.356,0.278,0.7,1.3,0.7,0.3,0.3,1.3,3.1,-3.7,0.069,1.3,0.04,0.077,11.5,0.436,0.111,0.03,G-F,0.294,0.76,-0.181,0.373,0.65,-0.092,0.24,-0.1869999999999999,0.118,0.2400000000000002,-0.11500000000000016,0.137,0.2899999999999999,0.21899999999999997,0.078,2.06,1.28,0.61,0.22,0.06,0.11,0.17,0.8,0.625,0.1,0.143,0.0,0.0,0.0,0.0,0.1,0.167,0.2,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.364,0.6,0.6,0.0,0.0,0.0,0.387,0.154,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.1,1.2,0.073
