,PLAYER_NAME,TEAM,FG%,FG3%,OREB,DREB,AST,STL,BLK,PF,PTS,PLUS_MINUS,AST%,AST_TO,OREB%,DREB%,TM_TOV%,TS%,USG%,PIE,PLAYER_POSITION,LT6FT_FREQ,LT6FT_DFGM,LT6FT_%DIFF,3PT_FREQ,3PT_DFGM,3PT_%DIFF,BT6_9FT_DFGM,BT6_9FT_%DIFF,BT6_9FT_FREQ,BT10_15FT_DFGM,BT10_15FT_%DIFF,BT10_15FT_FREQ,BT16FT_3PT_DFGM,BT16FT_3PT_%DIFF,BT16FT_3PT_FREQ,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LT_5FT_FGM,LT_5FT_FG%,BT5_9FT_FGM,BT5_9FT_FG%,BT10_14FT_FGM,BT10_14FT_FG%,BT15_19FT_FGM,BT15_19FT_FG%,BT20_24FT_FGM,BT20_24FT_FG%,BT25_29FT_FGM,BT25_29FT_FG%,ISO_PPP,ISO_FG%,ISO_POSS,PNR_HANDLER_PPP,PNR_HANDLER_FG%,PNR_HANDLER_POSS,PNR_ROLLMAN_PPP,PNR_ROLLMAN_FG%,PNR_ROLLMAN_POSS,TRANSITION_PPP,TRANSITION_FG%,TRANSITION_POSS,POST_UP_PPP,POST_UP_FG%,POST_UP_POSS,SPOT_UP_PPP,SPOT_UP_FG%,SPOT_UP_POSS,HANDOFF_PPP,HANDOFF_FG%,HANDOFF_POSS,CUT_PPP,CUT_FG%,CUT_POSS,OFF_SCREEN_PPP,OFF_SCREEN_FG%,OFF_SCREEN_POSS,PUTBACK_PPP,PUTBACK_FG%,PUTBACK_POSS,PASSES_MADE,SECONDARY_AST,POTENTIAL_AST,AST_TO_PASS%
121,Enes Freedom,POR,0.604,0.25,3.9,7.1,1.2,0.5,0.7,2.3,11.2,2.2,0.069,1.08,0.148,0.281,9.8,0.636,0.169,0.141,C,0.437,4.04,-0.015,0.168,0.94,0.007,0.7699999999999996,-0.09299999999999992,0.112,0.6500000000000004,-0.15600000000000003,0.123,1.2200000000000002,0.10799999999999998,0.159,5.11,1.22,0.69,0.0,4.07,0.36,0.14,4.4,0.645,0.3,0.357,0.0,0.333,0.0,0.143,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,1.201,0.597,2.3,1.233,0.667,0.4,1.028,0.573,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.294,0.671,1.4,0.0,0.0,0.0,1.177,0.596,3.4,24.7,0.1,2.3,0.047
122,Eric Bledsoe,NOP,0.421,0.341,0.4,3.0,3.8,0.8,0.3,1.6,12.2,-0.9,0.17,2.35,0.013,0.1,9.5,0.533,0.181,0.077,G,0.308,2.43,0.03,0.44,2.17,0.039,0.48,-0.051999999999999935,0.082,0.5999999999999996,0.08999999999999986,0.092,0.41000000000000014,0.04299999999999998,0.078,2.63,3.34,1.44,0.15,0.24,0.34,0.35,1.3,0.584,0.5,0.429,0.4,0.431,0.3,0.392,0.8,0.388,1.0,0.33,0.962,0.409,0.4,0.822,0.376,3.3,0.0,0.0,0.0,1.0,0.508,2.4,0.0,0.0,0.0,1.029,0.387,4.4,0.928,0.47,1.2,1.421,0.722,0.3,0.875,0.385,0.2,1.267,0.545,0.2,34.8,0.4,6.7,0.109
123,Eric Gordon,HOU,0.433,0.329,0.3,1.9,2.6,0.5,0.5,1.6,17.8,-2.5,0.147,1.39,0.009,0.062,9.6,0.577,0.246,0.097,G,0.276,1.44,0.043,0.435,1.11,-0.037,0.3400000000000001,-0.11399999999999988,0.107,0.26,-0.09100000000000003,0.098,0.21999999999999997,-0.04999999999999999,0.084,1.56,1.7,1.19,0.0,0.26,0.33,0.22,2.8,0.661,0.4,0.375,0.1,0.286,0.0,0.0,0.4,0.357,2.0,0.312,0.94,0.35,1.9,1.101,0.51,5.1,0.0,0.0,0.0,0.908,0.388,2.4,0.0,0.0,0.0,1.034,0.389,4.3,1.129,0.462,1.1,0.0,0.0,0.0,1.378,0.633,1.4,0.0,0.0,0.0,30.4,0.4,5.4,0.086
124,Eric Paschall,GSW,0.497,0.333,0.7,2.5,1.3,0.3,0.2,1.7,9.5,-2.8,0.125,1.19,0.038,0.138,10.0,0.561,0.234,0.098,F,0.362,1.63,-0.061,0.251,0.7,-0.027,0.5500000000000003,-0.06699999999999989,0.149,0.41999999999999993,-0.032999999999999974,0.124,0.40000000000000013,0.035999999999999976,0.114,3.53,1.73,0.65,0.0,1.53,0.2,0.18,1.8,0.607,0.4,0.415,0.2,0.391,0.7,0.5,0.3,0.462,0.3,0.306,0.971,0.545,0.9,1.056,0.538,0.5,1.227,0.611,1.1,0.962,0.457,1.3,1.0,0.44,0.8,0.83,0.379,2.8,0.0,0.0,0.0,1.2,0.618,1.1,0.0,0.0,0.0,1.25,0.6,0.4,19.7,0.4,3.0,0.065
125,Evan Fournier,BOS,0.457,0.413,0.2,2.8,3.4,1.1,0.5,2.3,17.1,-0.8,0.17,1.97,0.007,0.094,9.0,0.598,0.222,0.098,G-F,0.405,3.07,-0.003,0.341,1.66,0.014,0.3400000000000003,-0.1879999999999999,0.08,0.36999999999999966,-0.06700000000000017,0.08,0.49,0.024999999999999967,0.094,3.1,2.17,1.98,0.0,0.24,0.21,0.38,1.5,0.565,0.6,0.5,0.5,0.514,0.3,0.342,1.3,0.438,1.8,0.41,0.0,0.0,0.0,0.811,0.387,2.3,0.0,0.0,0.0,1.107,0.44,1.8,0.0,0.0,0.0,1.375,0.538,3.5,0.758,0.296,2.1,0.0,0.0,0.0,1.3,0.5,1.3,0.0,0.0,0.0,26.8,0.3,6.5,0.128
126,Facundo Campazzo,DEN,0.381,0.352,0.3,1.7,3.6,1.2,0.2,2.0,6.1,1.2,0.215,3.18,0.015,0.081,11.1,0.558,0.128,0.074,G,0.33,1.87,0.042,0.447,1.3,-0.038,0.29000000000000004,-0.15900000000000014,0.092,0.2599999999999998,0.032999999999999974,0.066,0.21999999999999997,0.0050000000000000044,0.064,1.26,1.74,2.71,0.11,0.15,0.26,0.57,0.4,0.549,0.2,0.44,0.0,0.214,0.0,0.167,0.5,0.402,0.6,0.333,0.563,0.25,0.2,0.835,0.4,1.9,0.0,0.0,0.0,1.071,0.492,1.3,0.0,0.0,0.0,1.168,0.389,1.7,0.429,0.13,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2,0.3,6.6,0.101
127,Frank Jackson,DET,0.457,0.407,0.4,1.8,0.9,0.4,0.0,1.3,9.8,-0.3,0.079,1.06,0.021,0.092,8.7,0.598,0.207,0.093,G,0.376,1.23,-0.055,0.423,0.86,-0.037,0.19999999999999996,-0.08200000000000013,0.079,0.07999999999999985,-0.15599999999999992,0.053,0.14,-0.056999999999999995,0.071,1.58,1.65,0.5,0.0,0.0,0.3,0.35,1.0,0.615,0.4,0.457,0.3,0.4,0.1,0.286,1.0,0.513,0.6,0.293,0.0,0.0,0.0,0.7,0.297,1.3,0.0,0.0,0.0,1.5,0.659,1.3,0.0,0.0,0.0,1.283,0.5,3.2,0.861,0.367,0.9,1.4,0.714,0.3,0.914,0.383,1.4,0.0,0.0,0.0,12.8,0.2,1.8,0.07
128,Frank Kaminsky,PHX,0.471,0.365,0.8,3.2,1.7,0.3,0.4,1.5,6.6,1.2,0.154,3.59,0.051,0.208,5.7,0.547,0.185,0.106,F-C,0.361,1.98,-0.027,0.236,0.78,0.007,0.52,-0.12199999999999994,0.139,0.48,-0.014000000000000123,0.113,0.7,0.124,0.152,4.79,1.45,0.74,0.02,1.91,0.06,0.13,1.3,0.602,0.4,0.462,0.1,0.4,0.0,0.182,0.3,0.533,0.4,0.293,0.0,0.0,0.0,0.0,0.0,0.0,1.115,0.536,1.7,0.826,0.4,0.5,0.938,0.45,0.7,1.085,0.413,1.7,0.0,0.0,0.0,1.25,0.615,0.9,0.0,0.0,0.0,1.063,0.5,0.3,21.7,0.1,2.7,0.078
129,Fred VanVleet,TOR,0.389,0.366,0.6,3.6,6.3,1.7,0.7,2.3,19.6,2.7,0.264,3.45,0.016,0.101,6.9,0.534,0.237,0.115,G,0.352,2.96,-0.022,0.362,2.0,0.018,0.73,-0.1299999999999999,0.128,0.48999999999999977,-0.10200000000000015,0.102,0.3799999999999999,0.07799999999999996,0.057,2.65,3.25,3.83,0.02,0.6,0.52,0.62,1.8,0.459,0.2,0.261,0.4,0.423,0.5,0.446,0.8,0.326,2.5,0.384,0.654,0.246,1.6,0.93,0.397,6.8,0.0,0.0,0.0,1.101,0.451,3.8,0.0,0.0,0.0,1.09,0.385,3.8,0.843,0.321,1.3,0.0,0.0,0.0,1.041,0.426,1.4,1.091,0.556,0.2,58.4,0.7,12.8,0.108
130,Freddie Gillespie,TOR,0.524,0.0,2.1,2.8,0.5,0.7,1.0,2.2,5.6,-3.9,0.034,0.75,0.1,0.142,9.9,0.563,0.12,0.075,F,0.534,3.0,-0.036,0.275,1.25,0.109,0.25,-0.2759999999999999,0.095,0.10000000000000009,-0.23999999999999988,0.042,0.1499999999999999,-0.062,0.053,5.85,1.5,1.3,0.1,2.2,0.35,0.55,1.7,0.642,0.4,0.333,0.2,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.529,1.0,1.385,0.625,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.188,0.593,1.6,0.0,0.0,0.0,0.938,0.565,1.6,18.3,0.0,0.6,0.025
131,Furkan Korkmaz,PHI,0.401,0.375,0.3,1.7,1.5,0.9,0.2,1.2,9.1,2.6,0.111,1.78,0.015,0.09,7.9,0.544,0.195,0.089,G-F,0.333,1.37,0.053,0.385,0.81,-0.012,0.19999999999999996,-0.17299999999999993,0.094,0.28,0.15499999999999992,0.081,0.18999999999999995,-0.08300000000000002,0.107,1.29,1.47,1.11,0.05,0.24,0.15,0.27,0.8,0.606,0.1,0.24,0.1,0.368,0.2,0.367,0.7,0.374,1.2,0.382,1.0,0.375,0.2,0.689,0.338,1.6,1.444,0.588,0.3,1.076,0.435,1.4,0.0,0.0,0.0,1.141,0.379,3.3,0.604,0.324,1.0,0.0,0.0,0.0,1.333,0.478,0.4,0.0,0.0,0.0,16.5,0.2,2.7,0.09
132,Gabe Vincent,MIA,0.378,0.309,0.2,0.9,1.3,0.4,0.0,1.6,4.8,-1.5,0.161,1.97,0.016,0.068,9.9,0.498,0.184,0.049,G,0.232,0.69,-0.15,0.541,1.26,0.009,0.21000000000000008,-0.1469999999999999,0.089,0.19999999999999996,0.05499999999999988,0.07,0.31000000000000005,0.33599999999999997,0.07,0.66,1.7,1.16,0.24,0.24,0.06,0.28,0.7,0.607,0.1,0.214,0.0,0.4,0.0,0.286,0.3,0.28,0.7,0.333,0.0,0.0,0.0,0.642,0.358,1.3,0.0,0.0,0.0,1.097,0.478,0.6,0.0,0.0,0.0,0.962,0.35,2.1,0.621,0.25,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,0.2,2.7,0.094
133,Gabriel Deck,OKC,0.478,0.133,1.6,2.4,2.4,0.8,0.0,0.9,8.4,-5.1,0.16,4.0,0.067,0.118,5.6,0.548,0.159,0.1,F,0.44,2.4,0.007,0.321,1.3,0.103,0.30000000000000027,-0.24699999999999994,0.119,0.19999999999999973,-0.02199999999999991,0.048,0.30000000000000004,0.11699999999999999,0.071,1.7,1.7,0.8,0.1,0.7,0.2,0.1,1.4,0.56,0.7,0.583,0.3,0.5,0.5,0.833,0.2,0.167,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.357,0.667,1.4,1.5,0.75,1.2,1.0,0.375,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,0.1,3.9,0.151
134,Garrett Temple,CHI,0.415,0.335,0.5,2.3,2.2,0.8,0.5,2.3,7.6,0.9,0.104,2.14,0.019,0.082,10.0,0.525,0.126,0.051,G-F,0.361,2.46,0.004,0.356,1.32,-0.042,0.31000000000000005,-0.1489999999999999,0.074,0.43999999999999995,-0.038000000000000034,0.102,0.47,-0.008000000000000007,0.108,3.02,2.55,2.02,0.07,0.32,0.29,0.43,1.1,0.571,0.2,0.5,0.2,0.393,0.1,0.368,0.9,0.36,0.4,0.297,0.0,0.0,0.0,0.865,0.422,0.9,0.0,0.0,0.0,1.103,0.494,1.7,0.0,0.0,0.0,0.918,0.357,3.3,0.846,0.364,0.5,1.394,0.714,0.6,0.4,0.182,0.3,0.7,0.333,0.2,21.9,0.2,3.9,0.101
135,Garrison Mathews,WAS,0.409,0.384,0.3,1.1,0.4,0.5,0.1,1.7,5.5,-2.1,0.032,2.6,0.015,0.065,3.2,0.635,0.111,0.052,G,0.357,1.51,0.076,0.383,0.87,0.001,0.33000000000000007,0.008000000000000118,0.101,0.28,0.09899999999999998,0.088,0.21000000000000008,0.10799999999999998,0.07,1.25,1.34,0.84,0.2,0.06,0.08,0.19,0.2,0.706,0.0,0.167,0.0,0.333,0.1,0.8,0.6,0.439,0.7,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.261,0.386,1.1,0.0,0.0,0.0,1.323,0.424,2.0,1.419,0.391,0.5,0.0,0.0,0.0,0.952,0.333,0.3,0.0,0.0,0.0,7.5,0.1,0.7,0.055
136,Gary Clark,PHI,0.303,0.287,0.8,2.1,0.8,0.3,0.2,0.9,3.1,-2.8,0.064,1.82,0.044,0.125,9.2,0.436,0.097,0.044,F,0.392,1.78,0.005,0.399,0.86,-0.062,0.3600000000000001,0.07900000000000007,0.079,0.15999999999999992,-0.09400000000000003,0.066,0.2799999999999999,0.22299999999999998,0.064,1.85,1.64,0.85,0.03,0.49,0.26,0.1,0.2,0.615,0.0,0.167,0.0,0.0,0.0,0.0,0.5,0.351,0.3,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.1,1.4,0.04
137,Gary Harris,ORL,0.4,0.34,0.5,1.5,2.0,0.7,0.3,1.8,9.9,-2.1,0.102,2.11,0.019,0.054,7.5,0.511,0.164,0.053,G,0.275,1.71,0.051,0.462,1.5,-0.022,0.3700000000000001,-0.020999999999999908,0.08,0.42000000000000015,0.040999999999999925,0.096,0.32000000000000006,-0.0030000000000000027,0.088,1.21,2.26,2.31,0.05,0.31,0.38,0.41,1.6,0.516,0.2,0.28,0.2,0.368,0.2,0.261,0.9,0.416,0.5,0.273,0.727,0.25,0.6,0.724,0.328,3.8,0.0,0.0,0.0,0.943,0.438,1.8,0.0,0.0,0.0,1.146,0.447,2.0,0.958,0.4,1.2,0.0,0.0,0.0,0.853,0.296,1.7,0.0,0.0,0.0,16.8,0.3,3.6,0.119
138,Gary Trent Jr.,TOR,0.408,0.385,0.5,2.2,1.4,1.0,0.2,1.6,15.3,-1.0,0.067,1.86,0.014,0.069,4.5,0.534,0.204,0.071,G-F,0.331,1.87,0.029,0.423,1.46,0.019,0.2999999999999998,-0.05399999999999994,0.071,0.3500000000000003,-0.049000000000000155,0.105,0.26,0.020999999999999963,0.071,1.6,1.97,2.05,0.0,0.22,0.24,0.34,1.1,0.561,0.3,0.351,0.5,0.378,0.6,0.398,1.1,0.374,1.9,0.393,0.786,0.308,0.8,0.786,0.308,3.3,0.0,0.0,0.0,1.163,0.5,2.9,0.0,0.0,0.0,1.041,0.417,4.4,0.81,0.389,1.2,0.0,0.0,0.0,1.019,0.4,3.1,0.0,0.0,0.0,17.9,0.2,2.6,0.077
139,George Hill,PHI,0.482,0.388,0.5,1.5,2.4,0.8,0.2,1.0,8.7,-0.3,0.156,2.35,0.023,0.063,9.7,0.596,0.161,0.088,G,0.294,1.41,-0.009,0.468,1.24,-0.044,0.25,-0.1110000000000001,0.08,0.3400000000000003,0.2340000000000001,0.064,0.20999999999999996,-0.119,0.094,1.5,2.0,1.33,0.07,0.2,0.3,0.4,1.2,0.617,0.3,0.5,0.3,0.476,0.2,0.462,0.5,0.4,0.6,0.375,0.0,0.0,0.0,0.791,0.375,2.7,0.0,0.0,0.0,1.0,0.545,0.9,0.0,0.0,0.0,1.208,0.526,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,0.3,4.9,0.082
140,Georges Niang,UTA,0.437,0.425,0.4,2.1,0.8,0.3,0.1,1.6,6.9,4.9,0.071,1.16,0.024,0.117,9.7,0.602,0.169,0.076,F,0.297,0.91,-0.057,0.364,0.71,-0.001,0.16000000000000003,-0.2490000000000001,0.108,0.28,0.03800000000000009,0.108,0.22999999999999998,-0.032999999999999974,0.122,1.69,1.21,0.61,0.0,0.36,0.18,0.15,0.3,0.512,0.3,0.611,0.1,0.286,0.0,0.0,1.0,0.423,0.8,0.427,0.0,0.0,0.0,0.545,0.143,0.2,1.1,0.421,0.3,1.159,0.468,1.0,0.0,0.0,0.0,1.186,0.455,3.9,0.5,0.273,0.2,0.0,0.0,0.0,0.731,0.25,0.4,1.0,0.455,0.2,22.0,0.1,1.8,0.037
141,Giannis Antetokounmpo,MIL,0.569,0.303,1.6,9.4,5.9,1.2,1.2,2.8,28.1,6.7,0.282,1.72,0.048,0.264,10.8,0.633,0.32,0.196,F,0.328,1.97,-0.111,0.414,1.83,0.025,0.44999999999999996,-0.06899999999999995,0.081,0.3900000000000001,-0.009000000000000064,0.076,0.48,0.02999999999999997,0.102,4.77,3.85,2.03,0.03,2.79,0.62,0.51,7.5,0.788,0.7,0.331,0.5,0.348,0.3,0.323,0.2,0.375,1.0,0.306,1.072,0.491,4.5,1.063,0.489,2.0,1.16,0.606,1.5,1.234,0.636,6.6,0.923,0.526,3.3,0.965,0.433,2.3,0.818,0.444,0.2,1.394,0.738,2.1,0.8,0.385,0.2,1.313,0.8,1.0,41.4,0.5,11.4,0.141
142,Glenn Robinson III,SAC,0.424,0.364,0.5,1.5,0.9,0.2,0.1,1.0,5.3,-5.7,0.075,1.82,0.028,0.094,7.8,0.554,0.135,0.057,F,0.362,1.43,0.036,0.354,0.86,0.021,0.19000000000000017,-0.21200000000000013,0.1,0.18999999999999972,-0.13300000000000006,0.1,0.38,0.33899999999999997,0.084,2.39,1.57,0.7,0.0,0.04,0.09,0.26,0.6,0.467,0.4,0.667,0.0,0.25,0.0,0.167,0.6,0.438,0.1,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.897,0.391,1.3,0.0,0.0,0.0,1.0,0.367,2.4,0.0,0.0,0.0,1.2,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.5,0.072
143,Goga Bitadze,IND,0.428,0.253,1.3,2.0,0.8,0.2,1.3,2.1,5.1,-0.4,0.087,2.18,0.095,0.148,6.2,0.523,0.169,0.078,C-F,0.523,2.07,-0.086,0.183,0.52,0.01,0.27,-0.16499999999999992,0.097,0.25000000000000033,-0.09299999999999986,0.083,0.33999999999999997,0.031000000000000028,0.113,5.44,1.04,0.6,0.0,1.96,0.18,0.07,1.1,0.617,0.2,0.318,0.1,0.5,0.0,0.5,0.0,0.182,0.4,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.962,0.447,1.2,0.871,0.345,0.7,0.8,0.286,0.2,0.83,0.283,1.0,0.0,0.0,0.0,1.079,0.481,0.8,0.0,0.0,0.0,1.25,0.622,1.0,15.4,0.1,0.9,0.054
144,Goran Dragic,MIA,0.432,0.373,0.5,2.9,4.4,0.7,0.2,2.3,13.4,0.8,0.26,1.86,0.019,0.107,12.5,0.552,0.239,0.097,G,0.362,1.84,0.023,0.384,1.14,-0.002,0.42999999999999994,-0.04200000000000015,0.11,0.30000000000000004,-5.551115123125783e-17,0.087,0.27,0.19099999999999995,0.057,1.76,1.76,1.42,0.1,0.32,0.36,0.32,1.7,0.544,0.3,0.356,0.7,0.478,0.2,0.355,0.6,0.448,1.3,0.352,0.742,0.308,0.6,0.834,0.432,5.1,0.0,0.0,0.0,1.067,0.511,2.4,0.0,0.0,0.0,1.126,0.395,2.7,1.068,0.459,1.5,0.931,0.524,0.6,0.8,0.4,0.4,0.0,0.0,0.0,42.2,0.5,9.2,0.104
145,Gordon Hayward,CHA,0.473,0.415,0.8,5.0,4.1,1.2,0.3,1.7,19.6,0.4,0.189,1.99,0.024,0.143,9.0,0.584,0.235,0.124,F,0.377,2.28,-0.032,0.397,1.47,-0.009,0.3500000000000001,-0.2009999999999999,0.102,0.3500000000000001,0.020000000000000073,0.074,0.17999999999999994,-0.038000000000000034,0.05,3.09,2.64,1.95,0.02,0.32,0.45,0.43,2.5,0.63,0.8,0.371,1.0,0.457,0.8,0.478,0.9,0.453,1.2,0.367,0.836,0.378,1.3,0.829,0.365,3.9,0.731,0.391,0.6,1.197,0.559,3.6,1.276,0.565,0.7,1.163,0.464,3.2,1.058,0.486,2.0,1.467,0.694,1.0,0.9,0.415,1.4,0.958,0.476,0.5,43.8,0.3,7.6,0.094
146,Gorgui Dieng,SAS,0.521,0.429,1.1,2.6,1.3,0.7,0.4,1.5,6.8,-1.8,0.13,1.5,0.068,0.181,11.7,0.67,0.169,0.12,C,0.401,2.16,0.019,0.294,0.97,0.049,0.41999999999999993,0.04200000000000004,0.087,0.41999999999999993,0.026000000000000023,0.101,0.40000000000000013,0.04999999999999999,0.117,3.63,1.63,1.5,0.08,2.11,0.24,0.18,0.9,0.694,0.2,0.533,0.2,0.563,0.1,0.333,0.3,0.407,0.5,0.432,0.0,0.0,0.0,0.0,0.0,0.0,1.167,0.538,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.714,0.313,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,1.9,0.067
147,Grant Williams,BOS,0.437,0.372,0.8,2.1,1.0,0.5,0.4,2.6,4.7,-0.8,0.079,1.14,0.04,0.113,14.4,0.546,0.12,0.04,F,0.349,1.52,-0.04,0.378,1.13,0.025,0.24,-0.24099999999999994,0.109,0.18000000000000016,-0.14300000000000018,0.076,0.30000000000000004,0.069,0.088,3.08,1.84,0.81,0.08,1.03,0.21,0.19,0.7,0.611,0.2,0.393,0.0,0.167,0.0,0.5,0.5,0.431,0.3,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.364,0.4,1.094,0.517,0.5,0.893,0.55,0.4,0.985,0.379,2.1,0.0,0.0,0.0,1.286,0.739,0.4,0.0,0.0,0.0,1.042,0.529,0.4,19.6,0.2,2.1,0.052
148,Grayson Allen,MEM,0.418,0.391,0.4,2.8,2.2,0.9,0.2,1.4,10.6,0.2,0.116,2.25,0.014,0.106,7.9,0.586,0.164,0.084,G,0.33,1.84,0.011,0.425,1.42,0.001,0.21999999999999997,-0.2049999999999999,0.078,0.43999999999999995,0.03999999999999998,0.105,0.20000000000000018,-0.028000000000000025,0.062,1.72,2.3,1.04,0.06,0.26,0.24,0.24,0.7,0.597,0.3,0.39,0.2,0.414,0.0,0.0,0.6,0.337,1.6,0.411,1.3,0.444,0.2,0.855,0.4,1.4,0.0,0.0,0.0,1.154,0.475,2.7,0.0,0.0,0.0,1.018,0.374,3.4,1.235,0.552,0.7,0.0,0.0,0.0,1.096,0.395,1.0,0.0,0.0,0.0,22.9,0.4,3.9,0.094
149,Hamidou Diallo,DET,0.477,0.341,1.1,4.1,1.9,0.8,0.5,2.6,11.6,-3.7,0.133,1.33,0.046,0.161,10.4,0.541,0.218,0.099,G,0.37,1.96,-0.001,0.372,1.02,-0.052,0.3500000000000001,-0.0809999999999999,0.09,0.2999999999999998,-0.05800000000000016,0.098,0.31000000000000005,0.134,0.069,2.46,1.73,1.5,0.04,0.1,0.35,0.33,2.8,0.605,0.4,0.373,0.2,0.262,0.2,0.364,0.2,0.275,0.4,0.38,0.786,0.333,0.7,1.0,0.522,1.9,0.0,0.0,0.0,1.333,0.692,1.6,0.0,0.0,0.0,0.886,0.404,3.5,1.059,0.4,0.9,1.214,0.455,0.7,0.0,0.0,0.0,0.667,0.333,0.8,26.6,0.2,3.5,0.073
150,Harrison Barnes,SAC,0.497,0.391,1.1,5.5,3.5,0.7,0.2,1.3,16.1,-1.0,0.128,2.16,0.031,0.152,9.0,0.626,0.169,0.107,F,0.38,2.55,-0.046,0.324,1.59,0.057,0.6500000000000004,0.004000000000000115,0.101,0.41000000000000014,-0.06700000000000006,0.089,0.4099999999999999,-0.06,0.107,4.36,2.5,1.41,0.03,0.83,0.45,0.34,2.9,0.627,0.7,0.455,0.2,0.385,0.0,0.333,0.7,0.412,1.0,0.379,0.949,0.467,1.0,1.048,0.451,1.4,1.133,0.439,1.3,1.181,0.583,2.5,1.063,0.51,1.4,1.158,0.462,3.5,1.085,0.472,0.8,1.407,0.667,1.0,0.478,0.2,0.4,1.167,0.625,0.5,40.0,0.5,6.1,0.087
151,Hassan Whiteside,SAC,0.563,0.0,1.7,4.3,0.6,0.3,1.3,2.0,8.1,-2.9,0.058,0.5,0.109,0.269,12.5,0.566,0.227,0.123,C,0.385,2.15,-0.043,0.218,0.67,-0.048,0.45999999999999996,-0.12299999999999994,0.11,0.6300000000000003,-0.07200000000000001,0.152,0.5399999999999999,0.01899999999999996,0.135,5.94,1.25,0.42,0.03,1.92,0.33,0.19,2.0,0.664,1.0,0.462,0.4,0.5,0.1,0.455,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.063,0.529,2.2,1.231,0.667,0.4,0.847,0.489,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.633,1.7,0.0,0.0,0.0,1.146,0.568,1.3,15.1,0.0,0.9,0.037
152,Ignas Brazdeikis,ORL,0.422,0.393,0.8,2.6,1.3,0.3,0.2,1.7,7.0,-2.1,0.1,1.42,0.041,0.129,10.1,0.51,0.171,0.063,F,0.422,2.5,0.059,0.356,1.3,0.05,0.0,-0.5210000000000001,0.089,0.40000000000000013,0.1279999999999999,0.078,0.0,-0.362,0.056,2.31,1.69,0.77,0.0,0.08,0.38,0.23,1.3,0.515,0.3,0.4,0.0,0.0,0.2,0.286,0.3,0.364,0.7,0.444,0.0,0.0,0.0,0.5,0.333,1.3,0.0,0.0,0.0,0.667,0.3,1.5,0.0,0.0,0.0,0.872,0.406,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.2,1.8,0.062
153,Immanuel Quickley,NYK,0.395,0.389,0.4,1.8,2.0,0.5,0.2,1.8,11.4,2.8,0.164,2.19,0.02,0.086,7.0,0.557,0.246,0.103,G,0.316,1.17,-0.047,0.398,1.03,0.028,0.32000000000000006,-0.0689999999999999,0.108,0.2999999999999998,0.014999999999999958,0.105,0.20999999999999996,0.04899999999999999,0.074,1.73,1.77,0.97,0.02,0.09,0.22,0.22,0.5,0.542,0.6,0.392,0.4,0.351,0.1,0.258,0.5,0.471,1.3,0.37,0.86,0.333,0.8,0.981,0.396,4.9,0.0,0.0,0.0,1.24,0.492,1.2,0.0,0.0,0.0,0.989,0.348,2.8,1.0,0.375,0.5,0.0,0.0,0.0,0.933,0.417,0.2,0.0,0.0,0.0,24.2,0.1,3.7,0.082
